msp_name	gtdb_r220_classification	superkingdom	phylum	class	order	family	genus	species	msp
msp_1741	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp905193755	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 CAG-1000	Bacilli_A RF39 UBA660 CAG-1000 sp905193755	msp_1741
msp_1742	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Fimihabitans;s__Fimihabitans intestinipullorum	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Fimihabitans	Fimihabitans intestinipullorum	msp_1742
msp_1743	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__;s__	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	unclassified Aristaeellaceae	unclassified Aristaeellaceae	msp_1743
msp_1744	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1744
msp_1745	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp003258735	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Gastranaerophilaceae Zag111	Gastranaerophilaceae Zag111 sp003258735	msp_1745
msp_1746	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1746
msp_1747	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes fissicatena_A	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes fissicatena_A	msp_1747
msp_1748	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	msp_1748
msp_1749	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__;g__;s__	Bacteria	Bacillota_A	Clostridia	Clostridiales	unclassified Clostridiales	unclassified Clostridiales	unclassified Clostridiales	msp_1749
msp_1750	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1750
msp_1751	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp905203765	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp905203765	msp_1751
msp_1754	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella ornithinolytica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella ornithinolytica	msp_1754
msp_1755	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1755
msp_1757	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS1052;s__UMGS1052 sp900548115	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospirales CAG-382	Oscillospirales CAG-382 UMGS1052	Oscillospirales CAG-382 UMGS1052 sp900548115	msp_1757
msp_1759	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp902836725	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae UBA7173	Muribaculaceae UBA7173 sp902836725	msp_1759
msp_1760	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__HGM11416;s__HGM11416 sp900766495	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkiaceae HGM11416	Borkfalkiaceae HGM11416 sp900766495	msp_1760
msp_1763	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__UBA4644 sp900763355	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccaceae UBA4644	Butyricicoccaceae UBA4644 sp900763355	msp_1763
msp_1766	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter ludwigii	msp_1766
msp_1767	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1767
msp_1768	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1768
msp_1769	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1769
msp_1770	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter sp014170305	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter sp014170305	msp_1770
msp_1771	d__;p__;c__;o__;f__;g__;s__	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	msp_1771
msp_1772c	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	msp_1772c
msp_1773	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus oris	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus oris	msp_1773
msp_1774	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Protoclostridium;s__Protoclostridium sp019113265	Bacteria	Bacillota_A	Clostridia	Christensenellales	Pumilibacteraceae	Protoclostridium	Protoclostridium sp019113265	msp_1774
msp_1775	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp905201285	Bacteria	Bacillota_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobaceae UMGS1820	Monoglobaceae UMGS1820 sp905201285	msp_1775
msp_1776c	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	Anaerofilum sp. bacterium	msp_1776c
msp_1777	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdiplasma;s__Merdiplasma sp905207905	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Merdiplasma	Merdiplasma sp905207905	msp_1777
msp_1778	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp012519155	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp012519155	msp_1778
msp_1779c	d__Eukaryota;p__Heterokonta;c__Blastocystae;o__Blastocystida;f__Blastocystidae;g__Blastocystis;s__Blastocystis sp. subtype 9	Eukaryota	Heterokonta	Blastocystae	Blastocystida	Blastocystidae	Blastocystis	Blastocystis sp. subtype 9	msp_1779c
msp_1780c	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_E;s__Clostridium_E jeddahense	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_E	Clostridium_E jeddahense	msp_1780c
msp_1782	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella melaninogenica	msp_1782
msp_1783	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium pseudoperiodonticum	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium pseudoperiodonticum	msp_1783
msp_1784	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella jejuni	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella jejuni	msp_1784
msp_1785	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus haemolyticus_K	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus_K	msp_1785
msp_1786	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia wadei_A	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia wadei_A	msp_1786
msp_1787	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella salivae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella salivae	msp_1787
msp_1788	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum orale	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale	msp_1788
msp_1789	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella tannerae	msp_1789
msp_1790	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium polymorphum	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium polymorphum	msp_1790
msp_1793	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella denticola	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella denticola	msp_1793
msp_1794	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A paraphrohaemolyticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_A	Haemophilus_A paraphrohaemolyticus	msp_1794
msp_1799	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp900549805	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp900549805	msp_1799
msp_1801	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A parahaemolyticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_A	Haemophilus_A parahaemolyticus	msp_1801
msp_1802	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A sputorum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_A	Haemophilus_A sputorum	msp_1802
msp_1805	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	msp_1805
msp_1808	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella veroralis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella veroralis	msp_1808
msp_1810	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000187445	msp_1810
msp_1814	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides chongii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides chongii	msp_1814
msp_1815	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter mori	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter mori	msp_1815
msp_1816	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter braakii	msp_1816
msp_1817	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1883;s__UMGS1883 sp905195005	Bacteria	Bacillota_A	Clostridia	Clostridia UMGS1883	Clostridia UMGS1883	Clostridia UMGS1883	Clostridia UMGS1883 sp905195005	msp_1817
msp_1818	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharopolyspora_C;s__	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Saccharopolyspora_C	Saccharopolyspora_C sp. bacterium	msp_1818
msp_1819	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp900548855	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae CAG-590	Lachnospiraceae CAG-590 sp900548855	msp_1819
msp_1820	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium hominis	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hominis	msp_1820
msp_1821	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900553815	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900553815	msp_1821
msp_1822	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A sp900769615	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_A	Selenomonas_A sp900769615	msp_1822
msp_1823	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp905206365	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella sp905206365	msp_1823
msp_1824	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp934230115	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp934230115	msp_1824
msp_1826	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__Caccoplasma;s__Caccoplasma sp900547555	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UBA11471	Caccoplasma	Caccoplasma sp900547555	msp_1826
msp_1827	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Coprenecus;s__	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UBA932	Coprenecus	Coprenecus sp. bacterium	msp_1827
msp_1828	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900752815	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp900752815	msp_1828
msp_1829	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__Merdousia;s__Merdousia sp021641325	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutales CAG-312	Merdousia	Merdousia sp021641325	msp_1829
msp_1830	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma gallistercoris	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma gallistercoris	msp_1830
msp_1831	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900552795	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900552795	msp_1831
msp_1833	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp905215855	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E sp905215855	msp_1833
msp_1834	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900543155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp900543155	msp_1834
msp_1835	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp900556295	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Stercorousia	Stercorousia sp900556295	msp_1835
msp_1836	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp905193995	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae CAG-873	Muribaculaceae CAG-873 sp905193995	msp_1836
msp_1837	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes stercorigallinarum	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes stercorigallinarum	msp_1837
msp_1838	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900764925	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A sp900764925	msp_1838
msp_1839	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp900556595	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella sp900556595	msp_1839
msp_1840	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp902476665	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Emergencia	Emergencia sp902476665	msp_1840
msp_1841	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900550925	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900550925	msp_1841
msp_1842	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546355	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900546355	msp_1842
msp_1843	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900551445	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900551445	msp_1843
msp_1844	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900552855	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A sp900552855	msp_1844
msp_1845	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544715	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimivicinus	Fimivicinus sp900544715	msp_1845
msp_1846	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934525735	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp934525735	msp_1846
msp_1847	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp944368795	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944368795	msp_1847
msp_1848	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio legallii	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio legallii	msp_1848
msp_1849	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp003258725	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Gastranaerophilaceae UBA6984	Gastranaerophilaceae UBA6984 sp003258725	msp_1849
msp_1850	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Metaruminococcus_A;s__Metaruminococcus_A gallistercoris	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Metaruminococcus_A	Metaruminococcus_A gallistercoris	msp_1850
msp_1851	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia avicola	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia avicola	msp_1851
msp_1852	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprovivens;s__Coprovivens sp900552975	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Coprovivens	Coprovivens sp900552975	msp_1852
msp_1853	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp900540405	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Avelusimicrobium	Avelusimicrobium sp900540405	msp_1853
msp_1854	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900541905	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae UMGS1071	Acutalibacteraceae UMGS1071 sp900541905	msp_1854
msp_1855	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp934119935	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-245	Clostridia TANB77 CAG-508 CAG-245 sp934119935	msp_1855
msp_1856	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp900540385	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RFN20	Bacilli_A RFN20 CAG-826	Bacilli_A RFN20 CAG-826 UBA4951	Bacilli_A RFN20 CAG-826 UBA4951 sp900540385	msp_1856
msp_1857	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__;g__;s__	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	unclassified Erysipelotrichales	unclassified Erysipelotrichales	unclassified Erysipelotrichales	msp_1857
msp_1858	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp900761475	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-245	Clostridia TANB77 CAG-508 CAG-245 sp900761475	msp_1858
msp_1859	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900548155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900548155	msp_1859
msp_1860	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__SIG204;s__SIG204 sp900544605	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 SIG204	Bacilli_A RF39 UBA660 SIG204 sp900544605	msp_1860
msp_1861	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A pullicola	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A pullicola	msp_1861
msp_1862	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. bacterium	msp_1862
msp_1863	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Scybalenecus;s__Scybalenecus sp900540085	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Scybalenecus	Scybalenecus sp900540085	msp_1863
